t,err,servo_pwm,pid_select,Midline.k,Midline.b,Forward.k,Forward.b,Forward_2.k,Forward_3.k,RIGHT_duandian,LEFT_duandian,paodao_distance,valid_couter,RIGHT_cnt,LEFT_cnt,Forward_cnt,Forward_cnt_2,Forward_cnt_3,Speed_now,Speed_mubiao,danbian_flag,state_left_cnt,state_right_cnt,state_left_cnt_2,state_right_cnt_2,zhongxian_chuizhi,version,session,tx_seq,control_seq,input_end_ms,control_end_ms,control_dt_us,valid_mask,updated_mask,clipped_mask,action_reason,motor_state,lidar_id,algorithm_id,param_revision,raw_count,radar_dps,segment,host_t
9.592,135.6,1456.0,0.0,3.523,849.0,0.656,819.0,1.839,-0.792,691.0,854.0,805.0,399.0,68.0,82.0,32.0,21.0,15.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,124,612,70628,70746,160315,2147483647,2147481599,0,1,2,1,1,1,444,2164,2,10.062999999999874
9.623,nan,1456.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,805.0,105.0,6.0,5.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,125,613,70742,70777,30260,2113928706,2147481114,0,2,2,1,1,1,156,0,2,10.062999999999874
9.772,nan,1456.0,nan,nan,nan,1.75,1014.0,-1.332,-0.797,0.0,821.0,805.0,364.0,83.0,30.0,38.0,21.0,21.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,126,614,70856,70926,149001,2113929186,2147481594,0,2,2,1,1,1,444,2151,2,10.218999999999824
9.92,-0.7,1337.0,0.0,0.731,535.0,nan,nan,nan,nan,0.0,552.0,805.0,402.0,85.0,87.0,0.0,21.0,14.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,127,615,70970,71074,148228,2147483167,2147481119,0,1,2,1,1,1,444,2171,2,10.375
10.057,nan,1337.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,806.0,380.0,0.0,67.0,1.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,128,616,71085,71211,137037,2113928706,2147483258,0,2,2,1,1,1,456,2133,2,10.5
10.134,nan,1337.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,806.0,373.0,87.0,7.0,0.0,21.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,129,617,71199,71288,77352,2113928706,2147481114,0,2,2,1,1,1,444,2142,2,10.577999999999975
10.245,37.6,1481.0,0.0,1.152,555.0,nan,nan,nan,nan,0.0,862.0,805.0,371.0,87.0,82.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,130,618,71313,71399,110979,2147483167,2147483167,0,1,2,1,1,1,444,2150,2,10.718999999999824
10.386,nan,1481.0,nan,nan,nan,nan,nan,nan,nan,0.0,856.0,805.0,374.0,0.0,79.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,132,619,71427,71540,141224,2113928706,2147481114,0,2,2,1,1,1,444,2166,2,10.827999999999975
10.483,nan,1481.0,nan,nan,nan,-8.85,3620.0,nan,nan,0.0,0.0,805.0,378.0,74.0,0.0,9.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,133,620,71542,71637,96450,2113928802,2147481210,0,2,2,1,1,1,456,2159,2,10.937999999999874
10.574,19.4,1433.0,0.0,1.03,543.0,nan,nan,nan,nan,0.0,827.0,804.0,374.0,87.0,86.0,0.0,21.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,134,621,71656,71728,91513,2147483167,2147483167,0,1,2,1,1,1,444,2157,2,11.031999999999925
10.731,nan,1433.0,nan,nan,nan,nan,nan,nan,nan,0.0,832.0,804.0,387.0,24.0,84.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,135,622,71770,71885,156335,2113928706,2147481114,0,2,2,1,1,1,432,2167,2,11.187999999999874
10.837,nan,1433.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,804.0,367.0,49.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,136,623,71884,71991,105860,2113928706,2147481114,0,2,2,1,1,1,444,2155,2,11.343999999999824
10.908,17.2,1444.0,0.0,0.883,541.0,nan,nan,nan,nan,0.0,837.0,811.0,377.0,86.0,75.0,0.0,21.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,137,624,71999,72062,71054,2147483167,2147483167,0,1,2,1,1,1,456,2167,2,11.343999999999824
11.072,-200.0,1207.0,0.0,0.202,565.0,nan,nan,nan,nan,0.0,848.0,811.0,397.0,49.0,82.0,0.0,21.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,138,625,72113,72226,164154,2147483167,2147481119,0,1,2,1,1,1,444,2150,2,11.515999999999849
11.185,208.0,1720.0,5.0,nan,nan,nan,nan,nan,nan,0.0,0.0,806.0,355.0,22.0,21.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,139,626,72227,72339,113359,2113928711,2147483143,0,1,2,1,1,1,444,2166,2,11.625
11.246,nan,1720.0,nan,0.086,554.0,nan,nan,nan,nan,0.0,851.0,806.0,370.0,86.0,52.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,140,627,72341,72400,60643,2147483162,2147481114,0,2,2,1,1,1,444,2151,2,11.702999999999975
11.413,-44.2,1235.0,0.0,0.632,536.0,nan,nan,nan,nan,0.0,845.0,806.0,409.0,70.0,84.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,142,628,72456,72567,167223,2147483167,2147481119,0,1,2,1,1,1,456,2155,2,11.8599999999999
11.536,nan,1235.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,804.0,363.0,3.0,44.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,143,629,72570,72690,123523,2113928706,2147483162,0,2,2,1,1,1,444,2164,2,12.047000000000025
11.591,19.6,1494.0,5.0,nan,nan,nan,nan,nan,nan,0.0,851.0,804.0,283.0,86.0,33.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,2,1097883296,144,630,72684,72745,54072,2147483143,2147481095,0,1,2,1,1,1,348,0,2,12.047000000000025
11.746,20.3,1447.0,0.0,1.158,547.0,nan,nan,nan,nan,0.0,850.0,804.0,399.0,85.0,84.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,145,631,72798,72900,155578,2147483167,2147481119,0,1,2,1,1,1,444,2156,2,12.187999999999874
11.885,nan,1447.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,806.0,380.0,0.0,66.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,146,632,72913,73039,138815,2113928706,2147483162,0,2,2,1,1,1,456,2133,2,12.327999999999975
11.963,nan,1447.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,806.0,373.0,82.0,9.0,0.0,21.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,147,633,73027,73117,77864,2113928706,2147481114,0,2,2,1,1,1,444,2146,2,12.406999999999925
12.074,21.1,1447.0,0.0,1.052,545.0,nan,nan,nan,nan,0.0,845.0,804.0,378.0,88.0,86.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,148,634,73141,73228,111670,2147483167,2147483167,0,1,2,1,1,1,444,2163,2,12.531999999999925
12.227,nan,1447.0,nan,nan,nan,0.528,959.0,nan,nan,0.0,853.0,804.0,385.0,0.0,82.0,8.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,149,635,73255,73381,152878,2113928802,2147481210,0,2,2,1,1,1,444,2169,2,12.672000000000025
12.322,nan,1447.0,nan,nan,nan,-6.979,3134.0,nan,nan,0.0,0.0,804.0,382.0,75.0,0.0,10.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,150,636,73370,73476,94868,2113928802,2147481210,0,2,2,1,1,1,456,2165,2,12.765999999999849
12.401,17.2,1443.0,0.0,0.912,549.0,nan,nan,nan,nan,0.0,850.0,800.0,367.0,87.0,84.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,152,637,73484,73555,78674,2147483167,2147483167,0,1,2,1,1,1,444,2169,2,12.8599999999999
12.563,nan,1443.0,nan,nan,nan,nan,nan,nan,nan,0.0,853.0,800.0,398.0,26.0,83.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,153,638,73598,73717,161858,2147483138,2147481114,0,2,2,1,1,1,444,2169,2,13.062999999999874
12.605,nan,1443.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,800.0,157.0,50.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,154,639,73712,73759,41899,2147483138,2147481114,0,2,2,1,1,1,216,0,2,13.062999999999874
12.732,-2.8,1424.0,0.0,0.576,541.0,nan,nan,nan,nan,0.0,850.0,817.0,363.0,83.0,69.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,155,640,73826,73886,127515,2147483167,2147483167,0,1,2,1,1,1,444,2166,2,13.187999999999874
12.902,nan,1424.0,nan,-0.014,559.0,nan,nan,nan,nan,0.0,855.0,817.0,410.0,50.0,85.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,156,641,73941,74056,170278,2147483162,2147481114,0,2,2,1,1,1,456,2167,2,13.3599999999999
13.016,208.1,1670.0,5.0,nan,nan,nan,nan,nan,nan,0.0,0.0,808.0,359.0,23.0,22.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,157,642,74055,74170,113986,2113928711,2147483143,0,1,2,1,1,1,444,2160,2,13.531999999999925
13.076,nan,1670.0,nan,0.078,567.0,nan,nan,nan,nan,0.0,850.0,808.0,376.0,86.0,51.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,158,643,74169,74230,59564,2147483162,2147481114,0,2,2,1,1,1,444,2165,2,13.531999999999925
13.236,-32.7,1248.0,0.0,0.639,550.0,nan,nan,nan,nan,0.0,853.0,808.0,397.0,66.0,85.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,159,644,74283,74390,160129,2147483167,2147481119,0,1,2,1,1,1,444,2157,2,13.702999999999975
13.368,nan,1248.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,808.0,379.0,8.0,49.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,160,645,74398,74522,131922,2147483138,2147483162,0,2,2,1,1,1,456,2163,2,13.797000000000025
13.436,nan,1248.0,nan,nan,nan,nan,nan,nan,nan,0.0,852.0,808.0,371.0,86.0,26.0,0.0,21.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,162,646,74512,74590,67828,2147483138,2147481114,0,2,2,1,1,1,444,2144,2,13.875
13.571,17.6,1483.0,0.0,0.97,548.0,nan,nan,nan,nan,0.0,845.0,866.0,394.0,87.0,85.0,0.0,21.0,16.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,163,647,74626,74725,134699,2147483167,2147483167,0,1,2,1,1,1,444,2158,2,14.047000000000025
13.6,nan,1483.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,866.0,48.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,164,648,74740,74754,29128,2113928706,2147481114,0,2,2,1,1,1,84,0,2,14.047000000000025
13.778,nan,1483.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,866.0,382.0,85.0,11.0,0.0,21.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,165,649,74855,74932,178150,2113928706,2147481114,0,2,2,1,1,1,456,2152,2,14.218999999999824
13.898,21.3,1450.0,0.0,1.184,549.0,nan,nan,nan,nan,0.0,855.0,812.0,374.0,87.0,82.0,0.0,21.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,166,650,74969,75052,120278,2147483167,2147483167,0,1,2,1,1,1,444,2161,2,14.343999999999824
14.043,nan,1450.0,nan,nan,nan,nan,nan,nan,nan,0.0,853.0,812.0,381.0,3.0,81.0,0.0,3.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,167,651,75083,75197,145083,2113928706,2147481114,0,2,2,1,1,1,444,2163,2,14.4849999999999
14.139,nan,1450.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,812.0,377.0,69.0,0.0,2.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,168,652,75197,75293,95513,2113928706,2147481210,0,2,2,1,1,1,444,2162,2,14.577999999999975
14.231,45.9,1474.0,0.0,1.074,543.0,nan,nan,nan,nan,0.0,852.0,805.0,379.0,87.0,84.0,0.0,21.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,169,653,75312,75385,92709,2147483167,2147483167,0,1,2,1,1,1,456,2164,2,14.687999999999874
14.398,24.4,1432.0,5.0,nan,nan,0.111,1344.0,-1.151,-0.649,0.0,853.0,805.0,401.0,30.0,87.0,36.0,21.0,20.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,26.0,2,1097883296,170,654,75426,75552,166800,2147483623,2147481575,0,1,2,1,1,1,444,2162,2,14.843999999999824
14.507,nan,1432.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,854.0,370.0,43.0,6.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,172,655,75540,75661,109189,2113928706,2147483162,0,2,2,1,1,1,444,2168,2,15.031999999999925
14.565,-9.9,1410.0,0.0,0.71,541.0,nan,nan,nan,nan,0.0,855.0,784.0,336.0,84.0,72.0,0.0,21.0,18.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,173,656,75653,75719,57961,2147483167,2147483167,0,1,2,1,1,1,408,0,2,15.031999999999925
14.726,-200.0,1227.0,0.0,0.13,557.0,nan,nan,nan,nan,0.0,854.0,784.0,401.0,54.0,80.0,0.0,21.0,17.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,174,657,75768,75880,160994,2147483167,2147481119,0,1,2,1,1,1,456,2165,2,15.187999999999874
14.842,214.3,1720.0,5.0,nan,nan,nan,nan,nan,nan,0.0,0.0,805.0,351.0,17.0,27.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,175,658,75882,75996,115633,2113928711,2147483143,0,1,2,1,1,1,444,2158,2,15.281999999999925
14.902,200.0,1499.0,0.0,-0.104,563.0,nan,nan,nan,nan,0.0,855.0,805.0,366.0,83.0,46.0,0.0,21.0,14.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,176,659,75996,76056,59883,2147483167,2147481119,0,1,2,1,1,1,444,2155,2,15.343999999999824
15.063,-11.6,1277.0,0.0,0.51,527.0,nan,nan,nan,nan,0.0,844.0,805.0,396.0,70.0,82.0,0.0,21.0,13.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,177,660,76110,76217,160961,2147483167,2147481119,0,1,2,1,1,1,444,2154,2,15.531999999999925
15.195,nan,1277.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,807.0,374.0,5.0,49.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,178,661,76225,76349,131665,2113928706,2147483162,0,2,2,1,1,1,456,2161,2,15.640999999999849
15.264,nan,1277.0,nan,nan,nan,nan,nan,nan,nan,0.0,845.0,807.0,369.0,86.0,23.0,0.0,21.0,13.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,179,662,76339,76418,69090,2113928706,2147481114,0,2,2,1,1,1,444,2151,2,15.718999999999824
15.391,-8.3,1439.0,0.0,0.675,537.0,nan,nan,nan,nan,0.0,849.0,858.0,379.0,86.0,78.0,0.0,21.0,13.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,180,663,76453,76545,127612,2147483167,2147483167,0,1,2,1,1,1,444,2164,2,15.843999999999824
15.537,nan,1439.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,803.0,374.0,0.0,64.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,182,664,76567,76691,145643,2113928706,2147483162,0,2,2,1,1,1,444,2147,2,16.0
15.555,135.8,1522.0,2.0,-11.614,4336.0,nan,nan,nan,nan,0.0,193.0,803.0,217.0,70.0,14.0,0.0,21.0,5.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,183,665,76681,76709,18203,2113928735,2113926687,0,1,2,1,1,1,276,0,2,16.0
15.73,12.5,1453.0,0.0,0.764,537.0,nan,nan,nan,nan,0.0,851.0,810.0,381.0,85.0,85.0,0.0,21.0,13.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,184,666,76796,76884,175143,2147483167,2147483167,0,1,2,1,1,1,456,2157,2,16.187999999999874
15.873,nan,1453.0,nan,nan,nan,nan,nan,nan,nan,0.0,852.0,810.0,386.0,6.0,83.0,0.0,6.0,13.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,185,667,76910,77027,142921,2113928706,2147481114,0,2,2,1,1,1,444,2161,2,16.327999999999975
15.97,nan,1453.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,810.0,373.0,69.0,0.0,0.0,4.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,186,668,77024,77124,96610,2113928706,2147481114,0,2,2,1,1,1,444,2155,2,16.437999999999874
16.055,11.2,1442.0,0.0,0.957,546.0,nan,nan,nan,nan,0.0,849.0,808.0,369.0,86.0,85.0,0.0,21.0,13.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,187,669,77138,77209,85128,2147483167,2147483167,0,1,2,1,1,1,444,2170,2,16.547000000000025
16.218,23.1,1456.0,5.0,nan,nan,nan,nan,nan,nan,0.0,854.0,808.0,404.0,31.0,80.0,0.0,21.0,14.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,27.0,2,1097883296,188,670,77253,77372,162681,2147483143,2147481095,0,1,2,1,1,1,456,2160,2,16.672000000000025
16.326,nan,1456.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,853.0,366.0,41.0,8.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,189,671,77367,77480,108900,2147483138,2147483162,0,2,2,1,1,1,444,2169,2,16.76599999999985
16.387,-11.6,1409.0,0.0,0.674,549.0,nan,nan,nan,nan,0.0,847.0,835.0,368.0,87.0,68.0,0.0,21.0,13.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,190,672,77481,77541,60571,2147483167,2147483167,0,1,2,1,1,1,444,2163,2,16.843999999999824
16.558,-94.9,1344.0,0.0,0.37,554.0,nan,nan,nan,nan,0.0,853.0,835.0,414.0,57.0,80.0,0.0,21.0,14.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,192,673,77595,77712,171259,2147483167,2147481119,0,1,2,1,1,1,456,2162,2,17.031999999999925
16.585,nan,1344.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,835.0,95.0,26.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,193,674,77710,77739,26358,2113928706,2147481114,0,2,2,1,1,1,144,0,2,17.031999999999925
16.73,13.5,1526.0,0.0,2.447,554.0,nan,nan,nan,nan,0.0,854.0,835.0,362.0,82.0,44.0,0.0,21.0,14.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,194,675,77824,77884,145096,2147483167,2147481119,0,1,2,1,1,1,444,2163,2,17.156999999999925
16.886,17.4,1449.0,0.0,0.979,539.0,nan,nan,nan,nan,0.0,854.0,835.0,389.0,74.0,79.0,0.0,21.0,14.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,195,676,77938,78040,156552,2147483167,2147481119,0,1,2,1,1,1,444,2170,2,17.327999999999975
17.024,nan,1449.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,799.0,374.0,2.0,49.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,nan,2,1097883296,196,677,78052,78178,137272,2113928706,2147483162,0,2,2,1,1,1,444,2158,2,17.531999999999925
17.093,-22.9,1401.0,7.0,6.721,463.0,nan,nan,nan,nan,0.0,852.0,799.0,383.0,87.0,26.0,0.0,21.0,13.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,197,678,78167,78247,69584,2147483167,2147481119,0,1,2,1,1,1,456,2145,2,17.531999999999925
17.222,-2.7,1454.0,0.0,0.833,542.0,nan,nan,nan,nan,0.0,851.0,831.0,385.0,83.0,85.0,0.0,21.0,13.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,198,679,78281,78376,128838,2147483167,2147483167,0,1,2,1,1,1,444,2160,2,17.656999999999925
17.361,nan,1454.0,nan,nan,nan,0.2,860.0,nan,nan,0.0,0.0,840.0,368.0,0.0,70.0,5.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,199,680,78395,78515,139201,2113928802,2147483258,0,2,2,1,1,1,444,2140,2,17.812999999999874
17.44,nan,1454.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,840.0,378.0,87.0,4.0,0.0,21.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,200,681,78509,78594,78526,2113928706,2147481114,0,2,2,1,1,1,444,2153,2,17.906999999999925
17.557,17.4,1461.0,0.0,0.953,545.0,nan,nan,nan,nan,0.0,852.0,807.0,387.0,88.0,82.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,202,682,78624,78711,117040,2147483167,2147483167,0,1,2,1,1,1,456,2168,2,18.0
17.698,nan,1461.0,nan,nan,nan,nan,nan,nan,nan,0.0,848.0,807.0,382.0,11.0,82.0,0.0,11.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,203,683,78738,78852,141408,2113928706,2147481114,0,2,2,1,1,1,444,2173,2,18.156999999999925
17.796,nan,1461.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,807.0,367.0,64.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,204,684,78852,78950,98173,2113928706,2147481114,0,2,2,1,1,1,444,2151,2,18.25
17.877,6.2,1433.0,0.0,0.871,542.0,nan,nan,nan,nan,0.0,853.0,803.0,364.0,85.0,84.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,205,685,78966,79031,80958,2147483167,2147483167,0,1,2,1,1,1,444,2169,2,18.312999999999874
18.048,31.8,1470.0,5.0,nan,nan,nan,nan,nan,nan,0.0,852.0,803.0,413.0,36.0,83.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,18.0,2,1097883296,206,686,79081,79202,171004,2147483143,2147481095,0,1,2,1,1,1,456,2153,2,18.51599999999985
18.157,nan,1470.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,808.0,359.0,37.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,207,687,79195,79311,108408,2147483138,2147483162,0,2,2,1,1,1,444,2166,2,18.593999999999824
18.217,-35.5,1377.0,0.0,0.655,551.0,nan,nan,nan,nan,0.0,855.0,835.0,378.0,85.0,67.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,208,688,79309,79371,59869,2147483167,2147483167,0,1,2,1,1,1,444,2156,2,18.672000000000025
18.381,-200.0,1246.0,0.0,0.211,556.0,nan,nan,nan,nan,0.0,852.0,835.0,397.0,53.0,84.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,209,689,79423,79535,164726,2147483167,2147481119,0,1,2,1,1,1,444,2159,2,18.843999999999824
18.502,217.0,1720.0,5.0,nan,nan,nan,nan,nan,nan,0.0,0.0,802.0,368.0,19.0,34.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,210,690,79538,79656,120317,2113928711,2147483143,0,1,2,1,1,1,456,2166,2,19.0
18.552,14.7,1293.0,0.0,2.972,550.0,nan,nan,nan,nan,0.0,841.0,802.0,273.0,88.0,43.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,212,691,79652,79706,50276,2147483167,2147481119,0,1,2,1,1,1,324,0,2,19.0
18.712,1.0,1430.0,0.0,0.623,527.0,nan,nan,nan,nan,0.0,845.0,802.0,388.0,76.0,80.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,213,692,79766,79866,160199,2147483167,2147481119,0,1,2,1,1,1,444,2159,2,19.156999999999925
18.843,nan,1430.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,801.0,357.0,1.0,44.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,214,693,79880,79997,131057,2113928706,2147483162,0,2,2,1,1,1,444,2154,2,19.281999999999925
18.912,-13.5,1424.0,7.0,-1.703,780.0,nan,nan,nan,nan,0.0,845.0,801.0,373.0,88.0,26.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,215,694,79994,80066,68927,2147483167,2147481119,0,1,2,1,1,1,444,2161,2,19.3599999999999
19.047,-21.1,1426.0,0.0,0.679,538.0,nan,nan,nan,nan,0.0,839.0,814.0,382.0,82.0,77.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,216,695,80109,80201,134463,2147483167,2147483167,0,1,2,1,1,1,456,2160,2,19.5
19.192,nan,1426.0,nan,nan,nan,0.288,885.0,nan,nan,0.0,0.0,831.0,378.0,0.0,67.0,5.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,217,696,80223,80346,145165,2113928802,2147483258,0,2,2,1,1,1,444,2141,2,19.64099999999985
