t,err,servo_pwm,pid_select,Midline.k,Midline.b,Forward.k,Forward.b,Forward_2.k,Forward_3.k,RIGHT_duandian,LEFT_duandian,paodao_distance,valid_couter,RIGHT_cnt,LEFT_cnt,Forward_cnt,Forward_cnt_2,Forward_cnt_3,Speed_now,Speed_mubiao,danbian_flag,state_left_cnt,state_right_cnt,state_left_cnt_2,state_right_cnt_2,zhongxian_chuizhi,version,session,tx_seq,control_seq,input_end_ms,control_end_ms,control_dt_us,valid_mask,updated_mask,clipped_mask,action_reason,motor_state,lidar_id,algorithm_id,param_revision,raw_count,radar_dps,segment,host_t
29.122,262.9,1720.0,5.0,nan,nan,nan,nan,nan,nan,0.0,0.0,782.0,356.0,13.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,314,783,90159,90276,118514,2113928711,2147483143,0,1,2,1,1,1,444,2156,2,29.562999999999874
29.183,30.5,1276.0,0.0,2.882,566.0,nan,nan,nan,nan,0.0,847.0,782.0,361.0,84.0,40.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,315,784,90273,90337,61303,2147483167,2147481119,0,1,2,1,1,1,444,2155,2,29.672000000000025
29.338,-10.3,1405.0,0.0,0.582,519.0,nan,nan,nan,nan,0.0,850.0,782.0,396.0,73.0,84.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,316,785,90387,90492,155293,2147483167,2147481119,0,1,2,1,1,1,444,2159,2,29.781999999999925
29.474,nan,1405.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,769.0,380.0,2.0,50.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,317,786,90502,90628,135720,2113928706,2147483162,0,2,2,1,1,1,456,2160,2,29.968999999999824
29.515,nan,1405.0,nan,nan,nan,nan,nan,nan,nan,0.0,849.0,769.0,195.0,83.0,21.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,318,787,90616,90669,41161,2113928706,2147481114,0,2,2,1,1,1,240,50249,2,29.968999999999824
29.665,-29.3,1415.0,0.0,0.717,528.0,nan,nan,nan,nan,0.0,850.0,782.0,355.0,75.0,82.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,320,788,90730,90819,149913,2147483167,2147483167,0,1,2,1,1,1,444,2172,2,30.1099999999999
29.817,nan,1415.0,nan,nan,nan,0.436,929.0,nan,nan,0.0,0.0,809.0,387.0,0.0,71.0,6.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,321,789,90844,90971,152232,2113928802,2147483258,0,2,2,1,1,1,444,2137,2,30.281999999999925
29.897,nan,1415.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,809.0,379.0,83.0,2.0,0.0,21.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,322,790,90959,91051,79639,2113928706,2147481114,0,2,2,1,1,1,456,2166,2,30.3599999999999
29.995,17.8,1481.0,0.0,1.087,536.0,nan,nan,nan,nan,0.0,825.0,780.0,357.0,82.0,82.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,323,791,91073,91149,98385,2147483167,2147483167,0,1,2,1,1,1,444,2174,2,30.452999999999975
30.151,nan,1481.0,nan,nan,nan,nan,nan,nan,nan,0.0,849.0,780.0,392.0,14.0,80.0,0.0,14.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,324,792,91187,91305,155490,2113928706,2147481114,0,2,2,1,1,1,444,2176,2,30.6099999999999
30.249,nan,1481.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,780.0,361.0,59.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,325,793,91301,91403,97717,2113928706,2147481114,0,2,2,1,1,1,444,2156,2,30.702999999999975
30.324,29.3,1458.0,0.0,0.734,524.0,nan,nan,nan,nan,0.0,849.0,779.0,364.0,85.0,81.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,326,794,91416,91478,75904,2147483167,2147483167,0,1,2,1,1,1,456,2167,2,30.781999999999925
30.495,22.6,1442.0,0.0,2.797,566.0,nan,nan,nan,nan,0.0,850.0,779.0,405.0,40.0,86.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,327,795,91530,91649,170499,2147483167,2147481119,0,1,2,1,1,1,444,2162,2,30.9849999999999
30.511,nan,1442.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,779.0,58.0,31.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,328,796,91644,91665,16529,2113928706,2147481114,0,2,2,1,1,1,96,0,2,30.9849999999999
30.662,-109.4,1302.0,0.0,0.417,536.0,nan,nan,nan,nan,0.0,850.0,779.0,371.0,86.0,58.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,330,797,91758,91816,150344,2147483167,2147481119,0,1,2,1,1,1,444,2171,2,31.1099999999999
